网点名称,网点地址,电话,Longitude,Latitude
交通银行天津中兴支行,中心路7号塘沽大剧院底商,022-25880539,117.651901,39.019358
交通银行天津塘沽渤油支行,塘沽区东沽渤海石油商贸中心底商B103号,022-66912443,117.694435,38.973881
交通银行天津滨海金融街支行,"天津开发区广场东路20号滨海金融街E座6104,6204,6201,6202,6203号",022-66223168,117.712234,39.028776
交通银行天津贻锦台支行,天津市滨海新区厦门路1122号,022-,117.648657,39.062344
交通银行天津自由贸易试验区分行,塘沽区新港2号路1641-1603号、223、117号,022-66701899,117.716006,39.001963
交通银行天津滨海分行,天津市经济技术开发区黄海路88号,022-25324369,117.691614,39.038337
交通银行天津宁河支行,宁河县芦台镇中心商业道与光明路交口西北处茂川大厦101号、204号、206号—210号,022-59320710*114,117.83024,39.33047
交通银行天津静海支行,天津市静海区东方红路南侧，春曦道西侧泰安盛世郡综合楼D-103,022-28919921,116.971029,38.939387
交通银行天津蓟州支行,天津市蓟县七星花园光明路5号、7号、9号、11号、13号、15号、17号,022-22892396-216,117.431826,40.059312
交通银行石家庄裕华东路支行,青园街169号,0311-86673807,114.51770,38.03606
交通银行石家庄和平东路支行,和平东路284号,0311-86677994,114.51581,38.05338
交通银行石家庄体育北大街支行,石家庄市谈南路63号睿和中心（原址对面）,0311-86683154,114.53220,38.04825
交通银行石家庄建华南大街支行,建华南大街101号,0311-85030098,114.546488,38.038738
交通银行石家庄保利花园支行,河北省石家庄市长安区石纺路99号(石纺路与体育北大街交口东行100米路北）,0311-%E6%97%A0%E5%AF%B9%E5%85%AC%E4%B8%9A%E5%8A%A1,114.53671,38.07419
交通银行石家庄金谈固支行,中山东路739号,0311-85689568,114.574603,38.044179
交通银行石家庄平安北大街支行,平安北大街19号,0311-86035505,114.501502,38.049519
交通银行石家庄平安南大街支行,平安南大街37号,0311-86983944,114.50231,38.03343
交通银行石家庄胜利北街支行,胜利北街329号胸科医院对面,0311-86811814,114.52061,38.089622
交通银行石家庄新石北路支行,新石北路68号,0311-83834949,114.454021,38.018548
交通银行石家庄维明大街支行,维明南大街与新石南路交叉口南行100米路东广美国际1楼,0311-87028416,114.47060,38.00700
交通银行河北省分行营业部,石家庄市自强路26号,0311-69690141,114.48220,38.040270
交通银行石家庄友谊南大街支行,石家庄友谊南大街106号,0311-83992547,114.452037,38.02760
交通银行石家庄中山西路支行,中山西路357号,0311-87896426,114.46236,38.04292
交通银行石家庄裕华西路支行,裕华西路9号裕园广场A座一层,0311-87030043,114.48423,38.03569
交通银行石家庄北郡支行,石家庄市中华北大街370号北郡楼B区22号（中华北大街与赵陀北路交口西行200米路南,0311-%E6%97%A0%E5%AF%B9%E5%85%AC%E4%B8%9A%E5%8A%A1,114.47300,38.09950
交通银行石家庄和平西路支行,和平西路399号,0311-87048596,114.46517,38.06012
交通银行石家庄水源街支行,石家庄市新华路421号新华路与水源街交叉路口,0311-87045446,114.464257,38.048273
交通银行石家庄友谊北大街支行,友谊北大街230号,0311-87730440,114.45393,38.06935
交通银行石家庄新华路支行,新华东路27号,0311-87014046,114.487946,38.048125
交通银行石家庄西苑支行,友谊北大街168号西苑小区,0311-87048137,114.45268,38.056848
交通银行石家庄槐安东路支行,翟营南大街41号（翟营南大街与槐安东路交口东北角）,0311-85892210,114.55520,38.02330
交通银行石家庄体育南大街支行,体育南大街225号,0311-85804486,114.533828,38.026095
交通银行石家庄富强大街支行,石家庄市富强大街137号,0311-85881766,114.523834,38.02150
交通银行石家庄高新技术产业开发区支行,石家庄市高新区闽江道198号（珠峰大街与闽江道交叉口东北角）,0311-85381506,114.60316,38.02862
交通银行石家庄建设南大街支行,建设南大街117号,0311-86119974,114.51287,38.02766
交通银行石家庄谈固东街支行,河北省石家庄市谈固东街159号（谈固东街与东岗路交口北行约200米路东）,0311-83079706,114.57120,38.01760
交通银行石家庄海德园支行,河北省石家庄市裕华区裕翔大街5号维多利亚小区（体育南大街与塔南路交口南行100米路西）,0311-%E6%97%A0%E5%AF%B9%E5%85%AC%E7%94%B5%E8%AF%9D,114.53380,38.00380
交通银行石家庄国际城支行,河北省石家庄市裕华区槐北路国际城三期40楼三单元102号(槐北路与谈固东街交口西行50米),0311-%E6%97%A0%E5%AF%B9%E5%85%AC%E4%B8%9A%E5%8A%A1,114.56967,38.03270
交通银行石家庄正定支行,河北省石家庄正定成德北街1号(成德北街与恒山西路交口西北角华北门业博览中心),0311-88025663,114.55957,38.15309
交通银行石家庄辛集支行,辛集市市府街东段58号（圣帝凯莱一楼西侧）,0311-83398502,115.231227,37.942664
交通银行石家庄鹿泉支行,鹿泉市向阳街23号,0311-82011836,114.31511,38.08931
交通银行石家庄龙泉花园支行,河北省石家庄市鹿泉区获铜路龙泉花园东区18栋5号,0311-%E6%97%A0%E5%AF%B9%E5%85%AC%E4%B8%9A%E5%8A%A1,114.37950,38.00930
交通银行唐山新华道支行,唐山市新华西道31号,0315-2839138,118.15827,39.62531
交通银行唐山西城支行,唐山市路南区西电路2号,0315-2335024,118.142681,39.617324
交通银行唐山解放路支行,唐山市路南区南新东道145号,0315-2864030,118.20484,39.61549
交通银行唐山南湖金地支行,河北省唐山市路南区光明南路增427号,0315-2350637,118.13687,39.58543
交通银行唐山北新道支行,唐山市路北区北新西道明星商业广场A栋1－14号,0315-2259971,118.16005,39.63415
交通银行唐山分行营业部,河北省唐山市新华东道103号,0315-3720200,118.18897,39.62541
交通银行唐山银河支行,唐山市路北区滨河路20号,0315-3201124,118.20973,39.65414
交通银行唐山朝阳道支行,唐山市建设北路64号,0315-2023707,118.17729,39.65390
